assists,blocks,field_goal_attempts,field_goals,free_throw_attempts,free_throws,match_date,minutes,personal_fouls,player_name,points,quarter,rebounds,source_url,steals,team,three_point_field_goal_attempts,three_point_field_goals,turnovers
1,0,3,2,4,3,20240201,12:00,2,Tyrese Maxey,8,Q4,0,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,PHI,1,1,0
1,1,6,3,2,1,20240201,9:37,1,Kelly Oubre Jr.,10,Q4,1,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,PHI,4,3,0
4,1,3,2,2,2,20240201,12:00,1,Tobias Harris,6,Q4,0,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,PHI,1,0,0
0,0,2,0,0,0,20240201,2:23,0,Paul Reed,0,Q4,1,https://www.basketball-reference.com/boxscores/202402010UTA.html,1,PHI,1,0,0
2,0,6,1,1,1,20240609,10:49,0,Luka Dončić,3,Q4,4,https://www.basketball-reference.com/boxscores/202406090BOS.html,1,DAL,2,0,2
,,,,,,20240201,,,Danuel House Jr.,,Q4,,https://www.basketball-reference.com/boxscores/202402010UTA.html,,PHI,,,
2,0,1,0,0,0,20240201,9:32,2,Jaden Springer,0,Q4,1,https://www.basketball-reference.com/boxscores/202402010UTA.html,1,PHI,0,0,0
3,0,5,2,0,0,20240609,12:00,1,Kyrie Irving,4,Q4,2,https://www.basketball-reference.com/boxscores/202406090BOS.html,0,DAL,1,0,1
0,0,1,1,0,0,20240201,2:30,0,Patrick Beverley,3,Q4,1,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,PHI,1,1,0
0,0,4,2,2,2,20240609,9:49,0,P.J. Washington,6,Q4,3,https://www.basketball-reference.com/boxscores/202406090BOS.html,0,DAL,1,0,0
0,2,1,1,0,0,20240201,7:14,0,Mo Bamba,2,Q4,3,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,PHI,0,0,0
0,1,1,1,2,2,20240609,9:17,0,Derrick Jones Jr.,4,Q4,1,https://www.basketball-reference.com/boxscores/202406090BOS.html,0,DAL,0,0,0
0,0,4,2,0,0,20240201,4:44,0,Furkan Korkmaz,5,Q4,0,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,PHI,3,1,0
0,0,4,3,2,1,20240609,8:28,0,Daniel Gafford,7,Q4,4,https://www.basketball-reference.com/boxscores/202406090BOS.html,0,DAL,0,0,0
2,0,5,4,4,3,20240202,10:14,2,Jonathan Kuminga,12,Q4,1,https://www.basketball-reference.com/boxscores/202402020MEM.html,2,GSW,1,1,0
,,,,,,20240201,,,KJ Martin,,Q4,,https://www.basketball-reference.com/boxscores/202402010UTA.html,,PHI,,,
,,,,,,20240201,,,Ricky Council IV,,Q4,,https://www.basketball-reference.com/boxscores/202402010UTA.html,,PHI,,,
,,,,,,20240609,,,Dereck Lively II,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,DAL,,,
1,0,5,2,0,0,20240202,7:18,1,Stephen Curry,6,Q4,0,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,GSW,3,2,1
,,,,,,20240201,,,Terquavion Smith,,Q4,,https://www.basketball-reference.com/boxscores/202402010UTA.html,,PHI,,,
0,1,3,1,0,0,20240201,11:57,0,John Collins,2,Q4,3,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,UTA,0,0,0
0,0,0,0,0,0,20240609,5:43,0,Maxi Kleber,0,Q4,0,https://www.basketball-reference.com/boxscores/202406090BOS.html,0,DAL,0,0,0
0,1,0,0,0,0,20240202,5:54,0,Andrew Wiggins,0,Q4,1,https://www.basketball-reference.com/boxscores/202402020MEM.html,1,GSW,0,0,0
1,0,6,5,1,1,20240201,9:04,2,Lauri Markkanen,14,Q4,3,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,UTA,4,3,0
,,,,,,20240609,,,Josh Green,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,DAL,,,
0,0,0,0,0,0,20240609,3:54,0,Dante Exum,0,Q4,0,https://www.basketball-reference.com/boxscores/202406090BOS.html,0,DAL,0,0,0
4,1,2,2,0,0,20240202,8:57,0,Draymond Green,4,Q4,3,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,GSW,0,0,0
0,0,1,0,0,0,20240201,7:15,1,Simone Fontecchio,0,Q4,1,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,UTA,1,0,0
,,,,,,20240609,,,Jaden Hardy,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,DAL,,,
,,,,,,20240609,,,Tim Hardaway Jr.,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,DAL,,,
0,0,4,2,0,0,20240202,4:20,0,Klay Thompson,5,Q4,1,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,GSW,3,1,0
1,0,1,1,2,2,20240201,5:04,1,Collin Sexton,5,Q4,1,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,UTA,1,1,0
,,,,,,20240609,,,A.J. Lawson,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,DAL,,,
,,,,,,20240609,,,Markieff Morris,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,DAL,,,
5,0,2,1,2,2,20240202,12:00,2,Brandin Podziemski,4,Q4,1,https://www.basketball-reference.com/boxscores/202402020MEM.html,1,GSW,0,0,0
0,0,0,0,0,0,20240201,0:01,0,Kris Dunn,0,Q4,0,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,UTA,0,0,0
,,,,,,20240609,,,Dwight Powell,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,DAL,,,
0,0,2,1,0,0,20240202,4:42,2,Lester Quiñones,3,Q4,1,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,GSW,1,1,1
4,0,3,1,6,4,20240201,12:00,1,Jordan Clarkson,6,Q4,1,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,UTA,2,0,1
,,,,,,20240609,,,Olivier-Maxence Prosper,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,DAL,,,
2,0,7,1,2,2,20240609,12:00,0,Jayson Tatum,5,Q4,3,https://www.basketball-reference.com/boxscores/202406090BOS.html,0,BOS,2,1,1
,,,,,,20240202,,,Kevon Looney,,Q4,,https://www.basketball-reference.com/boxscores/202402020MEM.html,,GSW,,,
0,0,0,0,0,0,20240202,1:46,0,Gui Santos,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,GSW,0,0,0
2,0,6,4,0,0,20240202,8:58,1,Anfernee Simons,8,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,POR,1,0,0
1,0,3,2,0,0,20240201,6:56,0,Keyonte George,4,Q4,0,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,UTA,0,0,1
0,0,5,3,0,0,20240609,9:49,1,Jaylen Brown,6,Q4,0,https://www.basketball-reference.com/boxscores/202406090BOS.html,0,BOS,1,0,1
0,0,1,1,0,0,20240202,3:03,1,Trayce Jackson-Davis,2,Q4,1,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,GSW,0,0,0
2,0,1,0,0,0,20240202,7:02,1,Malcolm Brogdon,0,Q4,2,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,POR,0,0,0
0,0,0,0,0,0,20240201,2:56,0,Kelly Olynyk,0,Q4,1,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,UTA,0,0,0
1,0,2,1,0,0,20240609,9:17,0,Jrue Holiday,3,Q4,3,https://www.basketball-reference.com/boxscores/202406090BOS.html,0,BOS,2,1,0
0,0,0,0,0,0,20240202,1:46,0,Jerome Robinson,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,GSW,0,0,0
0,0,0,0,0,0,20240202,7:02,0,Deandre Ayton,0,Q4,2,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,POR,0,0,0
1,0,1,0,0,0,20240201,4:43,0,Ochai Agbaji,0,Q4,0,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,UTA,0,0,0
0,1,5,3,0,0,20240609,12:00,2,Derrick White,8,Q4,0,https://www.basketball-reference.com/boxscores/202406090BOS.html,1,BOS,3,2,0
,,,,,,20240202,,,Cory Joseph,,Q4,,https://www.basketball-reference.com/boxscores/202402020MEM.html,,GSW,,,
0,1,4,3,2,2,20240202,12:00,1,Toumani Camara,8,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,1,POR,1,0,1
0,0,0,0,0,0,20240201,0:02,0,Walker Kessler,0,Q4,0,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,UTA,0,0,0
1,0,1,0,0,0,20240609,9:34,1,Al Horford,0,Q4,2,https://www.basketball-reference.com/boxscores/202406090BOS.html,1,BOS,1,0,0
2,1,3,2,1,1,20240202,8:55,0,Jacob Gilyard,7,Q4,0,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,MEM,3,2,1
0,0,0,0,0,0,20240202,0:44,0,Jabari Walker,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,POR,0,0,0
0,0,0,0,0,0,20240201,0:02,0,Omer Yurtseven,0,Q4,0,https://www.basketball-reference.com/boxscores/202402010UTA.html,0,UTA,0,0,0
0,0,0,0,0,0,20240609,3:26,0,Kristaps Porziņģis,0,Q4,1,https://www.basketball-reference.com/boxscores/202406090BOS.html,0,BOS,0,0,0
1,0,10,7,0,0,20240204,10:19,0,Franz Wagner,16,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,0,ORL,4,2,0
1,0,3,2,2,1,20240202,5:59,1,Vince Williams Jr.,5,Q4,2,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,MEM,1,0,1
0,0,4,2,2,2,20240202,11:16,1,Scoot Henderson,7,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,POR,3,1,0
,,,,,,20240201,,,Taylor Hendricks,,Q4,,https://www.basketball-reference.com/boxscores/202402010UTA.html,,UTA,,,
,,,,,,20240201,,,Talen Horton-Tucker,,Q4,,https://www.basketball-reference.com/boxscores/202402010UTA.html,,UTA,,,
1,0,0,0,0,0,20240609,3:54,0,Payton Pritchard,0,Q4,0,https://www.basketball-reference.com/boxscores/202406090BOS.html,1,BOS,0,0,0
3,0,1,0,2,2,20240204,7:16,0,Paolo Banchero,2,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,0,ORL,0,0,1
0,0,2,0,2,2,20240202,8:05,0,Jaren Jackson Jr.,2,Q4,0,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,MEM,1,0,1
0,0,0,0,0,0,20240202,2:18,0,Matisse Thybulle,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,POR,0,0,0
,,,,,,20240201,,,Luka Šamanić,,Q4,,https://www.basketball-reference.com/boxscores/202402010UTA.html,,UTA,,,
,,,,,,20240201,,,Brice Sensabaugh,,Q4,,https://www.basketball-reference.com/boxscores/202402010UTA.html,,UTA,,,
,,,,,,20240609,,,Sam Hauser,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,BOS,,,
1,0,0,0,0,0,20240204,3:07,0,Jalen Suggs,0,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,1,ORL,0,0,0
2,0,0,0,0,0,20240202,7:18,1,John Konchar,0,Q4,4,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,MEM,0,0,1
0,0,0,0,2,1,20240202,4:14,0,Duop Reath,1,Q4,3,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,POR,0,0,0
,,,,,,20240609,,,Oshae Brissett,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,BOS,,,
,,,,,,20240609,,,Luke Kornet,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,BOS,,,
0,0,0,0,0,0,20240204,5:00,1,Wendell Carter Jr.,0,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,0,ORL,0,0,0
0,0,0,0,0,0,20240202,2:48,0,Santi Aldama,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,MEM,0,0,0
0,0,1,0,0,0,20240202,4:58,0,Kris Murray,0,Q4,2,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,POR,0,0,1
,,,,,,20240609,,,Svi Mykhailiuk,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,BOS,,,
,,,,,,20240609,,,Neemias Queta,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,BOS,,,
,,,,,,20240204,,,Markelle Fultz,,Q4,,https://www.basketball-reference.com/boxscores/202402040DET.html,,ORL,,,
1,1,3,3,0,0,20240204,8:53,1,Gary Harris,8,Q4,1,https://www.basketball-reference.com/boxscores/202402040DET.html,0,ORL,2,2,0
0,0,0,0,0,0,20240204,2:16,0,Fred VanVleet,0,Q4,0,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,HOU,0,0,0
0,0,4,2,4,3,20240202,10:31,2,David Roddy,7,Q4,1,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,MEM,1,0,1
0,0,0,0,0,0,20240202,0:44,0,Ibou Badji,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,POR,0,0,0
,,,,,,20240609,,,Jaden Springer,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,BOS,,,
,,,,,,20240609,,,Xavier Tillman Sr.,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,BOS,,,
0,0,0,0,2,2,20240204,12:00,1,Jonathan Isaac,2,Q4,3,https://www.basketball-reference.com/boxscores/202402040DET.html,0,ORL,0,0,0
0,0,2,1,0,0,20240204,5:23,0,Alperen Şengün,2,Q4,2,https://www.basketball-reference.com/boxscores/202402040MIN.html,1,HOU,0,0,0
0,0,2,1,0,0,20240202,2:56,0,Luke Kennard,3,Q4,0,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,MEM,1,1,0
0,0,0,0,0,0,20240202,0:44,0,Justin Minaya,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,POR,0,0,0
,,,,,,20240609,,,Jordan Walsh,,Q4,,https://www.basketball-reference.com/boxscores/202406090BOS.html,,BOS,,,
1,0,1,1,0,0,20240204,7:00,1,Moritz Wagner,2,Q4,2,https://www.basketball-reference.com/boxscores/202402040DET.html,0,ORL,0,0,1
1,0,2,1,0,0,20240204,4:13,1,Jalen Green,2,Q4,0,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,HOU,1,0,1
0,0,0,0,0,0,20240202,3:55,0,Tosan Evbuomwan,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,MEM,0,0,0
,,,,,,20240202,,,Jerami Grant,,Q4,,https://www.basketball-reference.com/boxscores/202402020DEN.html,,POR,,,
2,0,5,3,0,0,20240202,7:02,1,Nikola Jokić,6,Q4,2,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,DEN,0,0,0
1,0,1,1,0,0,20240204,4:44,0,Joe Ingles,3,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,0,ORL,1,1,0
0,0,0,0,0,0,20240204,2:32,0,Dillon Brooks,0,Q4,0,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,HOU,0,0,0
1,0,0,0,2,1,20240202,4:42,1,GG Jackson II,1,Q4,0,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,MEM,0,0,0
0,0,3,1,0,0,20240202,7:02,0,Michael Porter Jr.,2,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,DEN,2,0,0
0,0,1,0,0,0,20240204,1:41,0,Cole Anthony,0,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,0,ORL,0,0,0
0,0,2,0,0,0,20240204,4:32,1,Jabari Smith Jr.,0,Q4,0,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,HOU,1,0,0
1,0,2,1,1,1,20240202,3:05,0,Derrick Rose,3,Q4,0,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,MEM,0,0,0
1,0,0,0,1,1,20240202,3:43,0,Kentavious Caldwell-Pope,1,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,DEN,0,0,0
2,0,5,1,0,0,20240205,11:20,0,D'Angelo Russell,3,Q4,1,https://www.basketball-reference.com/boxscores/202402050CHO.html,0,LAL,4,1,0
,,,,,,20240204,,,Anthony Black,,Q4,,https://www.basketball-reference.com/boxscores/202402040DET.html,,ORL,,,
2,0,1,0,0,0,20240204,3:31,1,Amen Thompson,0,Q4,1,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,HOU,0,0,0
0,0,1,0,0,0,20240202,1:46,0,Matthew Hurt,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020MEM.html,0,MEM,1,0,0
4,0,5,2,0,0,20240202,8:58,0,Jamal Murray,5,Q4,2,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,DEN,3,1,1
1,0,8,3,2,1,20240205,12:00,1,LeBron James,7,Q4,3,https://www.basketball-reference.com/boxscores/202402050CHO.html,0,LAL,3,0,1
,,,,,,20240204,,,Goga Bitadze,,Q4,,https://www.basketball-reference.com/boxscores/202402040DET.html,,ORL,,,
1,0,4,2,2,1,20240204,7:44,2,Cam Whitmore,7,Q4,0,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,HOU,3,2,1
,,,,,,20240202,,,Trey Jemison,,Q4,,https://www.basketball-reference.com/boxscores/202402020MEM.html,,MEM,,,
0,0,0,0,0,0,20240202,4:14,1,Aaron Gordon,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,DEN,0,0,0
0,1,4,4,2,2,20240205,7:38,1,Anthony Davis,10,Q4,3,https://www.basketball-reference.com/boxscores/202402050CHO.html,0,LAL,0,0,0
,,,,,,20240204,,,Caleb Houstan,,Q4,,https://www.basketball-reference.com/boxscores/202402040DET.html,,ORL,,,
,,,,,,20240204,,,Jeff Green,,Q4,,https://www.basketball-reference.com/boxscores/202402040MIN.html,,HOU,,,
1,0,2,1,0,0,20240202,6:32,2,Reggie Jackson,2,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,DEN,0,0,0
1,0,2,0,2,2,20240205,9:50,2,Austin Reaves,2,Q4,1,https://www.basketball-reference.com/boxscores/202402050CHO.html,0,LAL,2,0,1
,,,,,,20240204,,,Chuma Okeke,,Q4,,https://www.basketball-reference.com/boxscores/202402040DET.html,,ORL,,,
0,0,2,0,0,0,20240204,6:43,2,Jaden Ivey,0,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,0,DET,0,0,1
1,0,2,0,2,2,20240204,9:44,3,Aaron Holiday,2,Q4,2,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,HOU,1,0,1
0,1,6,4,0,0,20240202,12:00,0,Peyton Watson,10,Q4,5,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,DEN,2,2,0
0,0,0,0,0,0,20240205,7:38,0,Rui Hachimura,0,Q4,1,https://www.basketball-reference.com/boxscores/202402050CHO.html,0,LAL,0,0,0
0,0,3,1,0,0,20240204,7:16,0,Bojan Bogdanović,2,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,0,DET,1,0,0
,,,,,,20240204,,,Jae'Sean Tate,,Q4,,https://www.basketball-reference.com/boxscores/202402040MIN.html,,HOU,,,
0,1,4,2,0,0,20240204,6:37,0,Jock Landale,4,Q4,0,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,HOU,0,0,0
1,0,1,0,0,0,20240202,8:17,0,Justin Holiday,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,1,DEN,1,0,0
0,0,2,1,0,0,20240205,5:02,0,Taurean Prince,2,Q4,2,https://www.basketball-reference.com/boxscores/202402050CHO.html,0,LAL,1,0,0
2,0,3,1,2,1,20240205,10:02,1,Brandin Podziemski,3,Q4,2,https://www.basketball-reference.com/boxscores/202402050BRK.html,0,GSW,2,0,0
1,0,2,1,3,1,20240204,7:16,0,Cade Cunningham,3,Q4,2,https://www.basketball-reference.com/boxscores/202402040DET.html,1,DET,0,0,1
0,0,0,0,0,0,20240204,4:56,0,Reggie Bullock,0,Q4,3,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,HOU,0,0,0
,,,,,,20240202,,,Christian Braun,,Q4,,https://www.basketball-reference.com/boxscores/202402020DEN.html,,DEN,,,
0,0,0,0,0,0,20240205,2:10,0,Max Christie,0,Q4,0,https://www.basketball-reference.com/boxscores/202402050CHO.html,0,LAL,0,0,0
0,0,8,5,1,1,20240205,8:45,1,Stephen Curry,12,Q4,1,https://www.basketball-reference.com/boxscores/202402050BRK.html,0,GSW,2,1,0
1,0,2,2,0,0,20240204,7:16,1,Jalen Duren,4,Q4,2,https://www.basketball-reference.com/boxscores/202402040DET.html,0,DET,0,0,0
2,0,2,1,2,2,20240204,4:16,1,Nate Hinton,5,Q4,1,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,HOU,2,1,0
,,,,,,20240202,,,DeAndre Jordan,,Q4,,https://www.basketball-reference.com/boxscores/202402020DEN.html,,DEN,,,
0,0,1,1,0,0,20240202,0:44,0,Collin Gillespie,2,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,DEN,0,0,0
0,0,1,0,0,0,20240205,4:22,0,Jaxson Hayes,0,Q4,2,https://www.basketball-reference.com/boxscores/202402050CHO.html,0,LAL,0,0,0
0,0,5,3,4,3,20240205,8:14,0,Jonathan Kuminga,9,Q4,3,https://www.basketball-reference.com/boxscores/202402050BRK.html,0,GSW,0,0,1
,,,,,,20240204,,,Kevin Knox,,Q4,,https://www.basketball-reference.com/boxscores/202402040DET.html,,DET,,,
0,0,2,1,2,2,20240204,8:17,0,Ausar Thompson,4,Q4,1,https://www.basketball-reference.com/boxscores/202402040DET.html,0,DET,1,0,0
0,0,2,2,0,0,20240204,4:16,0,Jermaine Samuels,4,Q4,1,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,HOU,0,0,0
0,0,0,0,0,0,20240202,0:44,0,Jay Huff,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,1,DEN,0,0,0
,,,,,,20240205,,,Christian Wood,,Q4,,https://www.basketball-reference.com/boxscores/202402050CHO.html,,LAL,,,
,,,,,,20240205,,,Jalen Hood-Schifino,,Q4,,https://www.basketball-reference.com/boxscores/202402050CHO.html,,LAL,,,
3,1,1,1,0,0,20240205,8:45,2,Draymond Green,2,Q4,1,https://www.basketball-reference.com/boxscores/202402050BRK.html,0,GSW,0,0,1
1,0,2,2,1,1,20240204,8:27,0,Alec Burks,5,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,0,DET,0,0,0
,,,,,,20240204,,,Boban Marjanović,,Q4,,https://www.basketball-reference.com/boxscores/202402040MIN.html,,HOU,,,
0,0,0,0,0,0,20240202,0:44,0,Braxton Key,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020DEN.html,0,DEN,0,0,0
,,,,,,20240205,,,Maxwell Lewis,,Q4,,https://www.basketball-reference.com/boxscores/202402050CHO.html,,LAL,,,
1,0,1,1,0,0,20240205,4:41,0,Klay Thompson,2,Q4,2,https://www.basketball-reference.com/boxscores/202402050BRK.html,1,GSW,0,0,0
,,,,,,20240204,,,Danilo Gallinari,,Q4,,https://www.basketball-reference.com/boxscores/202402040DET.html,,DET,,,
0,0,0,0,0,0,20240204,4:44,0,Mike Muscala,0,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,0,DET,0,0,0
0,0,2,1,2,2,20240204,3:17,1,Anthony Edwards,4,Q4,0,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,MIN,0,0,0
,,,,,,20240202,,,Zeke Nnaji,,Q4,,https://www.basketball-reference.com/boxscores/202402020DEN.html,,DEN,,,
,,,,,,20240202,,,Julian Strawther,,Q4,,https://www.basketball-reference.com/boxscores/202402020DEN.html,,DEN,,,
,,,,,,20240205,,,Skylar Mays,,Q4,,https://www.basketball-reference.com/boxscores/202402050CHO.html,,LAL,,,
0,0,1,0,2,2,20240206,4:51,1,Vince Williams Jr.,2,Q4,1,https://www.basketball-reference.com/boxscores/202402060NYK.html,0,MEM,0,0,0
0,0,1,1,0,0,20240205,5:13,2,Lester Quiñones,2,Q4,0,https://www.basketball-reference.com/boxscores/202402050BRK.html,1,GSW,0,0,0
3,0,3,2,0,0,20240204,5:17,0,Marcus Sasser,6,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,0,DET,3,2,0
1,0,3,3,2,1,20240204,7:44,0,Rudy Gobert,7,Q4,2,https://www.basketball-reference.com/boxscores/202402040MIN.html,1,MIN,0,0,0
3,0,5,3,1,1,20240205,7:38,0,Miles Bridges,8,Q4,0,https://www.basketball-reference.com/boxscores/202402050CHO.html,0,CHO,3,1,0
0,1,1,1,0,0,20240206,4:51,1,Trey Jemison,2,Q4,4,https://www.basketball-reference.com/boxscores/202402060NYK.html,0,MEM,0,0,2
0,1,2,1,2,2,20240205,8:45,1,Gui Santos,4,Q4,3,https://www.basketball-reference.com/boxscores/202402050BRK.html,1,GSW,0,0,0
,,,,,,20240204,,,Monte Morris,,Q4,,https://www.basketball-reference.com/boxscores/202402040DET.html,,DET,,,
0,0,1,0,0,0,20240204,4:44,1,James Wiseman,0,Q4,0,https://www.basketball-reference.com/boxscores/202402040DET.html,0,DET,0,0,1
0,0,0,0,0,0,20240204,4:15,0,Jaden McDaniels,0,Q4,0,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,MIN,0,0,0
1,0,0,0,0,0,20240205,7:38,1,Ish Smith,0,Q4,1,https://www.basketball-reference.com/boxscores/202402050CHO.html,1,CHO,0,0,0
3,0,1,1,0,0,20240206,7:09,1,John Konchar,3,Q4,1,https://www.basketball-reference.com/boxscores/202402060NYK.html,0,MEM,1,1,0
0,0,0,0,0,0,20240205,2:20,0,Moses Moody,0,Q4,0,https://www.basketball-reference.com/boxscores/202402050BRK.html,0,GSW,0,0,0
,,,,,,20240204,,,Joe Harris,,Q4,,https://www.basketball-reference.com/boxscores/202402040DET.html,,DET,,,
,,,,,,20240204,,,Killian Hayes,,Q4,,https://www.basketball-reference.com/boxscores/202402040DET.html,,DET,,,
0,2,2,2,1,1,20240204,4:53,0,Karl-Anthony Towns,5,Q4,2,https://www.basketball-reference.com/boxscores/202402040MIN.html,0,MIN,0,0,0
0,0,10,6,2,2,20240205,9:36,1,Brandon Miller,16,Q4,1,https://www.basketball-reference.com/boxscores/202402050CHO.html,1,CHO,4,2,0
3,1,4,3,0,0,20240206,12:00,2,Jacob Gilyard,9,Q4,3,https://www.basketball-reference.com/boxscores/202402060NYK.html,0,MEM,4,3,1
1,0,1,0,0,0,20240205,3:15,1,Kevon Looney,0,Q4,2,https://www.basketball-reference.com/boxscores/202402050BRK.html,0,GSW,0,0,0
0,0,6,4,5,5,20240207,10:16,0,Donovan Mitchell,14,Q4,1,https://www.basketball-reference.com/boxscores/202402070WAS.html,0,CLE,2,1,2
1,0,2,0,2,2,20240204,4:48,0,Mike Conley,2,Q4,1,https://www.basketball-reference.com/boxscores/202402040MIN.html,1,MIN,0,0,1
0,0,0,0,0,0,20240205,9:36,1,Nick Richards,0,Q4,2,https://www.basketball-reference.com/boxscores/202402050CHO.html,0,CHO,0,0,0
,,,,,,20240206,,,Santi Aldama,,Q4,,https://www.basketball-reference.com/boxscores/202402060NYK.html,,MEM,,,
,,,,,,20240205,,,Dario Šarić,,Q4,,https://www.basketball-reference.com/boxscores/202402050BRK.html,,GSW,,,
1,0,2,1,0,0,20240207,10:15,0,Jarrett Allen,2,Q4,3,https://www.basketball-reference.com/boxscores/202402070WAS.html,0,CLE,0,0,0
