assists,blocks,field_goal_attempts,field_goals,free_throw_attempts,free_throws,match_date,minutes,personal_fouls,player_name,points,quarter,rebounds,source_url,steals,team,three_point_field_goal_attempts,three_point_field_goals,turnovers
0,0,3,1,2,2,20231101,12:00,0,Oshae Brissett,4,Q4,1,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,BOS,1,0,0
,,,,,,20231201,,,DaQuan Jeffries,,Q4,,https://www.basketball-reference.com/boxscores/202312010TOR.html,,NYK,,,
,,,,,,20231201,,,Miles McBride,,Q4,,https://www.basketball-reference.com/boxscores/202312010TOR.html,,NYK,,,
,,,,,,20231201,,,Jericho Sims,,Q4,,https://www.basketball-reference.com/boxscores/202312010TOR.html,,NYK,,,
2,0,0,0,0,0,20231201,2:48,0,Blake Wesley,0,Q4,0,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,SAS,0,0,0
,,,,,,20231201,,,Devonte' Graham,,Q4,,https://www.basketball-reference.com/boxscores/202312010NOP.html,,SAS,,,
0,0,6,4,0,0,20231101,7:18,1,Sam Hauser,12,Q4,1,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,BOS,5,4,0
,,,,,,20231101,,,Al Horford,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,BOS,,,
1,0,4,1,0,0,20231201,10:17,0,Dennis Schröder,2,Q4,0,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,TOR,2,0,0
1,0,4,3,0,0,20231201,10:17,0,Scottie Barnes,6,Q4,4,https://www.basketball-reference.com/boxscores/202312010TOR.html,1,TOR,1,0,0
1,0,9,6,0,0,20231201,12:00,1,CJ McCollum,13,Q4,2,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,NOP,3,1,1
2,0,3,2,2,2,20231201,7:36,0,Brandon Ingram,6,Q4,2,https://www.basketball-reference.com/boxscores/202312010NOP.html,1,NOP,1,0,1
0,0,4,1,0,0,20231101,8:26,0,Svi Mykhailiuk,2,Q4,1,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,BOS,2,0,0
1,0,4,4,3,3,20231101,8:16,2,Dalano Banton,11,Q4,3,https://www.basketball-reference.com/boxscores/202311010BOS.html,1,BOS,0,0,0
2,0,1,0,2,2,20231201,5:34,0,Pascal Siakam,2,Q4,0,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,TOR,0,0,0
0,1,0,0,2,2,20231201,5:24,0,Herbert Jones,2,Q4,1,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,NOP,0,0,0
0,0,1,0,0,0,20231201,6:36,2,Jonas Valančiūnas,0,Q4,1,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,NOP,0,0,1
2,0,4,2,0,0,20231101,5:59,2,Lamar Stevens,4,Q4,2,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,BOS,0,0,0
0,0,1,1,0,0,20231101,6:01,0,Luke Kornet,2,Q4,2,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,BOS,0,0,0
1,1,2,2,0,0,20231201,4:52,2,Jakob Poeltl,4,Q4,1,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,TOR,0,0,0
0,0,4,3,0,0,20231201,4:43,2,OG Anunoby,6,Q4,0,https://www.basketball-reference.com/boxscores/202312010TOR.html,1,TOR,0,0,1
2,0,1,0,2,2,20231201,4:24,0,Zion Williamson,2,Q4,0,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,NOP,0,0,0
0,0,3,2,0,0,20231201,6:36,0,Trey Murphy III,6,Q4,1,https://www.basketball-reference.com/boxscores/202312010NOP.html,1,NOP,3,2,0
0,0,1,1,0,0,20231201,5:42,0,Gary Trent Jr.,2,Q4,0,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,TOR,0,0,0
0,0,4,2,1,0,20231201,8:01,0,Chris Boucher,5,Q4,2,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,TOR,2,1,0
0,0,2,1,0,0,20231201,10:19,1,Naji Marshall,3,Q4,4,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,NOP,1,1,1
1,0,4,0,0,0,20231201,7:08,0,Precious Achiuwa,0,Q4,3,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,TOR,1,0,0
1,0,0,0,0,0,20231201,1:43,0,Malachi Flynn,0,Q4,0,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,TOR,0,0,0
0,0,0,0,0,0,20231201,1:41,0,Jordan Hawkins,0,Q4,0,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,NOP,0,0,0
1,0,0,0,0,0,20231201,5:24,0,Cody Zeller,0,Q4,1,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,NOP,0,0,0
0,0,2,1,0,0,20231201,1:43,0,Jalen McDaniels,2,Q4,0,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,TOR,1,0,0
,,,,,,20231201,,,Dyson Daniels,,Q4,,https://www.basketball-reference.com/boxscores/202312010NOP.html,,NOP,,,
,,,,,,20231201,,,Jose Alvarado,,Q4,,https://www.basketball-reference.com/boxscores/202312010NOP.html,,NOP,,,
,,,,,,20231201,,,Otto Porter Jr.,,Q4,,https://www.basketball-reference.com/boxscores/202312010TOR.html,,TOR,,,
,,,,,,20231201,,,Garrett Temple,,Q4,,https://www.basketball-reference.com/boxscores/202312010TOR.html,,TOR,,,
,,,,,,20231201,,,Thaddeus Young,,Q4,,https://www.basketball-reference.com/boxscores/202312010TOR.html,,TOR,,,
,,,,,,20231201,,,Kira Lewis Jr.,,Q4,,https://www.basketball-reference.com/boxscores/202312010NOP.html,,NOP,,,
