assists,blocks,field_goal_attempts,field_goals,free_throw_attempts,free_throws,match_date,minutes,personal_fouls,player_name,points,quarter,rebounds,source_url,steals,team,three_point_field_goal_attempts,three_point_field_goals,turnovers
,,,,,,20231025,,,Boban Marjanović,,Q4,,https://www.basketball-reference.com/boxscores/202310250ORL.html,,HOU,,,
0,0,1,1,0,0,20231025,2:57,0,Paolo Banchero,2,Q4,0,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,0,0,0
0,0,0,0,0,0,20231101,0:13,1,Stanley Umude,0,Q4,0,https://www.basketball-reference.com/boxscores/202311010DET.html,0,DET,0,0,0
0,0,4,3,0,0,20231101,6:08,2,Trendon Watford,7,Q4,3,https://www.basketball-reference.com/boxscores/202311010MIA.html,1,BRK,1,1,1
1,0,6,4,2,1,20231101,9:29,1,De'Andre Hunter,10,Q4,1,https://www.basketball-reference.com/boxscores/202311010ATL.html,0,ATL,3,1,1
0,0,2,1,2,2,20231025,3:06,0,Payton Pritchard,4,Q4,0,https://www.basketball-reference.com/boxscores/202310250NYK.html,0,BOS,1,0,0
0,0,0,0,0,0,20231025,4:23,0,Mike Muscala,0,Q4,3,https://www.basketball-reference.com/boxscores/202310250IND.html,0,WAS,0,0,0
0,0,3,2,0,0,20231024,9:06,0,Aaron Gordon,5,Q4,2,https://www.basketball-reference.com/boxscores/202310240DEN.html,0,DEN,1,1,0
1,0,3,2,0,0,20231024,9:35,2,Jamal Murray,5,Q4,0,https://www.basketball-reference.com/boxscores/202310240DEN.html,0,DEN,1,1,0
1,0,3,1,0,0,20231201,11:07,2,Joe Ingles,3,Q4,1,https://www.basketball-reference.com/boxscores/202312010ORL.html,0,ORL,2,1,0
0,0,1,1,2,1,20231201,3:53,0,Neemias Queta,3,Q4,3,https://www.basketball-reference.com/boxscores/202312010BOS.html,0,BOS,0,0,1
0,0,3,1,0,0,20231024,7:19,1,Andrew Wiggins,2,Q4,0,https://www.basketball-reference.com/boxscores/202310240GSW.html,0,GSW,1,0,0
2,0,1,1,0,0,20231101,3:55,0,Scottie Barnes,2,Q4,2,https://www.basketball-reference.com/boxscores/202311010TOR.html,0,TOR,0,0,0
2,0,0,0,0,0,20231201,2:52,0,Josh Green,0,Q4,0,https://www.basketball-reference.com/boxscores/202312010DAL.html,0,DAL,0,0,1
0,0,3,1,2,2,20231025,4:06,0,Franz Wagner,4,Q4,2,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,1,0,0
0,0,0,0,0,0,20231025,2:01,0,Wendell Carter Jr.,0,Q4,0,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,0,0,0
,,,,,,20231101,,,James Wiseman,,Q4,,https://www.basketball-reference.com/boxscores/202311010DET.html,,DET,,,
,,,,,,20231101,,,Alec Burks,,Q4,,https://www.basketball-reference.com/boxscores/202311010DET.html,,DET,,,
,,,,,,20231101,,,Day'Ron Sharpe,,Q4,,https://www.basketball-reference.com/boxscores/202311010MIA.html,,BRK,,,
,,,,,,20231101,,,Jalen Wilson,,Q4,,https://www.basketball-reference.com/boxscores/202311010MIA.html,,BRK,,,
,,,,,,20231101,,,Nic Claxton,,Q4,,https://www.basketball-reference.com/boxscores/202311010MIA.html,,BRK,,,
0,0,3,1,2,2,20231101,10:27,0,Saddiq Bey,4,Q4,1,https://www.basketball-reference.com/boxscores/202311010ATL.html,1,ATL,2,0,0
,,,,,,20231025,,,Luke Kornet,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,BOS,,,
,,,,,,20231025,,,Dalano Banton,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,BOS,,,
1,0,3,2,0,0,20231025,7:46,0,Eugene Omoruyi,4,Q4,2,https://www.basketball-reference.com/boxscores/202310250IND.html,0,WAS,0,0,1
0,0,3,2,0,0,20231024,7:32,0,Michael Porter Jr.,5,Q4,4,https://www.basketball-reference.com/boxscores/202310240DEN.html,1,DEN,2,1,0
0,1,9,5,3,2,20231201,11:07,1,Moritz Wagner,12,Q4,3,https://www.basketball-reference.com/boxscores/202312010ORL.html,0,ORL,1,0,1
,,,,,,20231201,,,Dalano Banton,,Q4,,https://www.basketball-reference.com/boxscores/202312010BOS.html,,BOS,,,
0,0,0,0,0,0,20231201,1:23,1,Luke Kornet,0,Q4,1,https://www.basketball-reference.com/boxscores/202312010BOS.html,0,BOS,0,0,0
0,0,0,0,0,0,20231024,6:04,0,Gary Payton II,0,Q4,0,https://www.basketball-reference.com/boxscores/202310240GSW.html,0,GSW,0,0,0
1,0,0,0,1,0,20231101,2:52,1,OG Anunoby,0,Q4,0,https://www.basketball-reference.com/boxscores/202311010TOR.html,0,TOR,0,0,1
0,0,1,0,2,2,20231201,5:50,3,Grant Williams,2,Q4,1,https://www.basketball-reference.com/boxscores/202312010DAL.html,0,DAL,1,0,0
1,0,0,0,0,0,20231025,2:01,0,Markelle Fultz,0,Q4,0,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,0,0,0
,,,,,,20231101,,,Malcolm Cazalon,,Q4,,https://www.basketball-reference.com/boxscores/202311010DET.html,,DET,,,
,,,,,,20231101,,,Jared Rhoden,,Q4,,https://www.basketball-reference.com/boxscores/202311010DET.html,,DET,,,
,,,,,,20231101,,,Harry Giles,,Q4,,https://www.basketball-reference.com/boxscores/202311010MIA.html,,BRK,,,
1,0,8,4,1,0,20231101,12:00,1,Tyler Herro,10,Q4,0,https://www.basketball-reference.com/boxscores/202311010MIA.html,0,MIA,3,2,1
,,,,,,20231101,,,Clint Capela,,Q4,,https://www.basketball-reference.com/boxscores/202311010ATL.html,,ATL,,,
0,0,2,2,4,4,20231101,12:00,3,Onyeka Okongwu,8,Q4,3,https://www.basketball-reference.com/boxscores/202311010ATL.html,0,ATL,0,0,1
,,,,,,20231025,,,Oshae Brissett,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,BOS,,,
,,,,,,20231025,,,Svi Mykhailiuk,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,BOS,,,
1,0,3,0,2,1,20231025,6:00,0,Ryan Rollins,1,Q4,3,https://www.basketball-reference.com/boxscores/202310250IND.html,0,WAS,0,0,1
0,0,1,0,0,0,20231024,5:27,0,Reggie Jackson,0,Q4,0,https://www.basketball-reference.com/boxscores/202310240DEN.html,0,DEN,0,0,0
0,0,0,0,0,0,20231201,4:02,0,Gary Harris,0,Q4,0,https://www.basketball-reference.com/boxscores/202312010ORL.html,0,ORL,0,0,1
,,,,,,20231201,,,Oshae Brissett,,Q4,,https://www.basketball-reference.com/boxscores/202312010BOS.html,,BOS,,,
,,,,,,20231201,,,Svi Mykhailiuk,,Q4,,https://www.basketball-reference.com/boxscores/202312010BOS.html,,BOS,,,
1,1,2,1,2,0,20231024,7:26,2,Jonathan Kuminga,2,Q4,2,https://www.basketball-reference.com/boxscores/202310240GSW.html,0,GSW,0,0,1
0,0,2,1,0,0,20231101,6:55,0,Gary Trent Jr.,2,Q4,0,https://www.basketball-reference.com/boxscores/202311010TOR.html,0,TOR,0,0,0
0,1,0,0,0,0,20231201,1:52,0,Dereck Lively II,0,Q4,0,https://www.basketball-reference.com/boxscores/202312010DAL.html,0,DAL,0,0,1
,,,,,,20231025,,,Jalen Suggs,,Q4,,https://www.basketball-reference.com/boxscores/202310250ORL.html,,ORL,,,
0,0,2,1,0,0,20231025,7:12,0,Cole Anthony,2,Q4,3,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,0,0,0
0,0,5,2,0,0,20231101,7:03,0,Jimmy Butler,4,Q4,1,https://www.basketball-reference.com/boxscores/202311010MIA.html,1,MIA,1,0,0
0,0,1,1,0,0,20231101,4:04,0,Jalen Johnson,2,Q4,1,https://www.basketball-reference.com/boxscores/202311010ATL.html,0,ATL,0,0,1
,,,,,,20231025,,,Neemias Queta,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,BOS,,,
,,,,,,20231025,,,Lamar Stevens,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,BOS,,,
,,,,,,20231025,,,Jordan Walsh,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,BOS,,,
0,0,2,1,0,0,20231025,3:23,0,Jared Butler,3,Q4,0,https://www.basketball-reference.com/boxscores/202310250IND.html,0,WAS,1,1,0
0,0,1,0,0,0,20231025,3:23,0,Patrick Baldwin Jr.,0,Q4,0,https://www.basketball-reference.com/boxscores/202310250IND.html,0,WAS,0,0,0
2,0,5,2,0,0,20231024,5:56,1,Christian Braun,4,Q4,1,https://www.basketball-reference.com/boxscores/202310240DEN.html,0,DEN,1,0,0
0,0,1,1,0,0,20231201,3:09,2,Cole Anthony,2,Q4,0,https://www.basketball-reference.com/boxscores/202312010ORL.html,1,ORL,0,0,0
,,,,,,20231201,,,Jonathan Isaac,,Q4,,https://www.basketball-reference.com/boxscores/202312010ORL.html,,ORL,,,
,,,,,,20231201,,,Lamar Stevens,,Q4,,https://www.basketball-reference.com/boxscores/202312010BOS.html,,BOS,,,
1,0,1,0,0,0,20231024,2:14,0,Dario Šarić,0,Q4,0,https://www.basketball-reference.com/boxscores/202310240GSW.html,0,GSW,0,0,0
0,0,0,0,0,0,20231024,2:24,0,Moses Moody,0,Q4,0,https://www.basketball-reference.com/boxscores/202310240GSW.html,0,GSW,0,0,1
0,0,2,1,0,0,20231101,6:42,0,Gradey Dick,2,Q4,0,https://www.basketball-reference.com/boxscores/202311010TOR.html,0,TOR,1,0,0
2,0,4,1,2,0,20231201,8:03,0,Jaden Hardy,2,Q4,3,https://www.basketball-reference.com/boxscores/202312010DAL.html,1,DAL,2,0,0
1,0,1,0,0,0,20231025,5:11,0,Joe Ingles,0,Q4,3,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,1,0,0
0,0,3,2,1,1,20231101,9:57,0,Bam Adebayo,5,Q4,3,https://www.basketball-reference.com/boxscores/202311010MIA.html,0,MIA,0,0,2
1,0,2,1,0,0,20231101,4:51,1,Bogdan Bogdanović,3,Q4,0,https://www.basketball-reference.com/boxscores/202311010ATL.html,0,ATL,2,1,1
0,0,5,2,3,3,20231025,7:10,0,RJ Barrett,8,Q4,2,https://www.basketball-reference.com/boxscores/202310250NYK.html,0,NYK,3,1,0
,,,,,,20231025,,,John Butler,,Q4,,https://www.basketball-reference.com/boxscores/202310250IND.html,,WAS,,,
0,0,4,2,0,0,20231025,4:35,0,Bruce Brown,5,Q4,1,https://www.basketball-reference.com/boxscores/202310250IND.html,1,IND,2,1,0
0,0,0,0,0,0,20231024,3:54,1,Zeke Nnaji,0,Q4,0,https://www.basketball-reference.com/boxscores/202310240DEN.html,0,DEN,0,0,0
,,,,,,20231201,,,Caleb Houstan,,Q4,,https://www.basketball-reference.com/boxscores/202312010ORL.html,,ORL,,,
,,,,,,20231201,,,Jett Howard,,Q4,,https://www.basketball-reference.com/boxscores/202312010ORL.html,,ORL,,,
,,,,,,20231024,,,Cory Joseph,,Q4,,https://www.basketball-reference.com/boxscores/202310240GSW.html,,GSW,,,
,,,,,,20231024,,,Trayce Jackson-Davis,,Q4,,https://www.basketball-reference.com/boxscores/202310240GSW.html,,GSW,,,
3,0,2,1,0,0,20231101,8:13,0,Malachi Flynn,2,Q4,0,https://www.basketball-reference.com/boxscores/202311010TOR.html,3,TOR,0,0,1
1,1,0,0,0,0,20231201,4:18,0,Richaun Holmes,0,Q4,1,https://www.basketball-reference.com/boxscores/202312010DAL.html,0,DAL,0,0,0
0,0,2,1,0,0,20231025,5:11,0,Gary Harris,3,Q4,0,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,2,1,0
1,0,1,0,0,0,20231101,6:29,2,Kyle Lowry,0,Q4,1,https://www.basketball-reference.com/boxscores/202311010MIA.html,0,MIA,1,0,0
0,0,0,0,0,0,20231101,3:44,0,AJ Griffin,0,Q4,0,https://www.basketball-reference.com/boxscores/202311010ATL.html,0,ATL,0,0,0
1,0,3,1,2,1,20231025,7:24,2,Julius Randle,4,Q4,0,https://www.basketball-reference.com/boxscores/202310250NYK.html,1,NYK,1,1,0
2,0,0,0,0,0,20231025,1:46,0,Tyrese Haliburton,0,Q4,0,https://www.basketball-reference.com/boxscores/202310250IND.html,0,IND,0,0,0
0,0,0,0,0,0,20231024,0:43,1,Peyton Watson,0,Q4,0,https://www.basketball-reference.com/boxscores/202310240DEN.html,0,DEN,0,0,0
,,,,,,20231201,,,Chuma Okeke,,Q4,,https://www.basketball-reference.com/boxscores/202312010ORL.html,,ORL,,,
,,,,,,20231201,,,Admiral Schofield,,Q4,,https://www.basketball-reference.com/boxscores/202312010ORL.html,,ORL,,,
,,,,,,20231024,,,Brandin Podziemski,,Q4,,https://www.basketball-reference.com/boxscores/202310240GSW.html,,GSW,,,
0,1,2,1,0,0,20231101,9:57,1,Otto Porter Jr.,3,Q4,1,https://www.basketball-reference.com/boxscores/202311010TOR.html,0,TOR,2,1,0
0,0,1,0,0,0,20231201,3:57,0,Seth Curry,0,Q4,0,https://www.basketball-reference.com/boxscores/202312010DAL.html,0,DAL,0,0,0
0,1,0,0,2,2,20231025,4:15,3,Moritz Wagner,2,Q4,0,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,0,0,2
,,,,,,20231101,,,Jaime Jaquez Jr.,,Q4,,https://www.basketball-reference.com/boxscores/202311010MIA.html,,MIA,,,
1,0,3,0,0,0,20231101,11:48,2,Josh Richardson,0,Q4,1,https://www.basketball-reference.com/boxscores/202311010MIA.html,1,MIA,2,0,0
,,,,,,20231101,,,Kobe Bufkin,,Q4,,https://www.basketball-reference.com/boxscores/202311010ATL.html,,ATL,,,
,,,,,,20231101,,,Bruno Fernando,,Q4,,https://www.basketball-reference.com/boxscores/202311010ATL.html,,ATL,,,
,,,,,,20231101,,,Trent Forrest,,Q4,,https://www.basketball-reference.com/boxscores/202311010ATL.html,,ATL,,,
1,0,6,1,1,0,20231025,7:24,0,Jalen Brunson,2,Q4,1,https://www.basketball-reference.com/boxscores/202310250NYK.html,1,NYK,3,0,0
1,0,4,2,0,0,20231025,6:19,0,Bennedict Mathurin,5,Q4,0,https://www.basketball-reference.com/boxscores/202310250IND.html,0,IND,2,1,1
0,0,1,1,0,0,20231024,0:43,0,Jalen Pickett,2,Q4,0,https://www.basketball-reference.com/boxscores/202310240DEN.html,0,DEN,0,0,0
1,0,2,0,2,2,20231101,4:18,0,Chris Boucher,2,Q4,1,https://www.basketball-reference.com/boxscores/202311010TOR.html,0,TOR,1,0,0
0,0,2,1,0,0,20231201,3:57,0,Markieff Morris,3,Q4,0,https://www.basketball-reference.com/boxscores/202312010DAL.html,0,DAL,2,1,0
0,0,1,0,2,1,20231025,3:06,0,Jonathan Isaac,1,Q4,1,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,1,0,0
0,0,2,1,0,0,20231101,4:57,0,Haywood Highsmith,3,Q4,1,https://www.basketball-reference.com/boxscores/202311010MIA.html,0,MIA,2,1,0
,,,,,,20231101,,,Mouhamed Gueye,,Q4,,https://www.basketball-reference.com/boxscores/202311010ATL.html,,ATL,,,
,,,,,,20231101,,,Garrison Mathews,,Q4,,https://www.basketball-reference.com/boxscores/202311010ATL.html,,ATL,,,
0,0,2,1,1,0,20231025,3:20,2,Quentin Grimes,3,Q4,0,https://www.basketball-reference.com/boxscores/202310250NYK.html,0,NYK,2,1,0
0,2,2,2,0,0,20231025,6:19,0,Myles Turner,4,Q4,2,https://www.basketball-reference.com/boxscores/202310250IND.html,0,IND,0,0,0
0,0,0,0,0,0,20231024,0:43,0,Collin Gillespie,0,Q4,0,https://www.basketball-reference.com/boxscores/202310240DEN.html,0,DEN,0,0,0
0,0,3,3,2,1,20231101,7:31,0,Obi Toppin,7,Q4,0,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,IND,0,0,0
0,0,3,2,0,0,20231201,8:18,1,Keldon Johnson,4,Q4,0,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,SAS,1,0,0
0,0,0,0,2,2,20231101,2:41,0,Garrett Temple,2,Q4,0,https://www.basketball-reference.com/boxscores/202311010TOR.html,0,TOR,0,0,0
,,,,,,20231101,,,Jalen McDaniels,,Q4,,https://www.basketball-reference.com/boxscores/202311010TOR.html,,TOR,,,
1,0,1,0,2,2,20231201,8:03,0,Olivier-Maxence Prosper,2,Q4,0,https://www.basketball-reference.com/boxscores/202312010DAL.html,0,DAL,1,0,0
0,0,4,2,1,0,20231201,4:18,0,Dexter Dennis,4,Q4,0,https://www.basketball-reference.com/boxscores/202312010DAL.html,0,DAL,1,0,0
0,0,2,2,4,3,20231025,4:48,1,Goga Bitadze,7,Q4,3,https://www.basketball-reference.com/boxscores/202310250ORL.html,1,ORL,0,0,1
1,2,2,2,1,1,20231025,4:48,0,Anthony Black,5,Q4,0,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,0,0,0
0,0,2,0,0,0,20231101,5:42,1,Duncan Robinson,0,Q4,0,https://www.basketball-reference.com/boxscores/202311010MIA.html,0,MIA,2,0,0
0,0,0,0,0,0,20231101,2:03,0,Thomas Bryant,0,Q4,1,https://www.basketball-reference.com/boxscores/202311010MIA.html,0,MIA,0,0,0
,,,,,,20231101,,,Patty Mills,,Q4,,https://www.basketball-reference.com/boxscores/202311010ATL.html,,ATL,,,
0,0,2,0,0,0,20231025,4:36,0,Mitchell Robinson,0,Q4,2,https://www.basketball-reference.com/boxscores/202310250NYK.html,1,NYK,0,0,1
,,,,,,20231025,,,Obi Toppin,,Q4,,https://www.basketball-reference.com/boxscores/202310250IND.html,,IND,,,
0,0,1,1,0,0,20231025,1:44,0,Buddy Hield,3,Q4,0,https://www.basketball-reference.com/boxscores/202310250IND.html,0,IND,1,1,0
0,0,0,0,0,0,20231024,0:43,0,Braxton Key,0,Q4,0,https://www.basketball-reference.com/boxscores/202310240DEN.html,0,DEN,0,0,0
,,,,,,20231024,,,Justin Holiday,,Q4,,https://www.basketball-reference.com/boxscores/202310240DEN.html,,DEN,,,
,,,,,,20231101,,,Myles Turner,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,IND,,,
,,,,,,20231101,,,Bruce Brown,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,IND,,,
,,,,,,20231101,,,Andrew Nembhard,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,IND,,,
,,,,,,20231101,,,Bennedict Mathurin,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,IND,,,
2,0,5,2,2,2,20231201,9:12,2,Jeremy Sochan,7,Q4,0,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,SAS,2,1,1
0,0,1,0,0,0,20231201,3:40,0,Zach Collins,0,Q4,0,https://www.basketball-reference.com/boxscores/202312010NOP.html,1,SAS,0,0,1
,,,,,,20231101,,,Thaddeus Young,,Q4,,https://www.basketball-reference.com/boxscores/202311010TOR.html,,TOR,,,
0,0,1,0,2,1,20231201,4:18,0,A.J. Lawson,1,Q4,1,https://www.basketball-reference.com/boxscores/202312010DAL.html,0,DAL,1,0,0
,,,,,,20231201,,,Dwight Powell,,Q4,,https://www.basketball-reference.com/boxscores/202312010DAL.html,,DAL,,,
0,0,2,1,0,0,20231025,4:48,0,Caleb Houstan,3,Q4,1,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,2,1,0
,,,,,,20231101,,,Nikola Jović,,Q4,,https://www.basketball-reference.com/boxscores/202311010MIA.html,,MIA,,,
,,,,,,20231101,,,Orlando Robinson,,Q4,,https://www.basketball-reference.com/boxscores/202311010MIA.html,,MIA,,,
,,,,,,20231101,,,Dru Smith,,Q4,,https://www.basketball-reference.com/boxscores/202311010MIA.html,,MIA,,,
1,0,5,3,0,0,20231025,12:00,2,Immanuel Quickley,8,Q4,2,https://www.basketball-reference.com/boxscores/202310250NYK.html,1,NYK,3,2,0
1,0,2,1,0,0,20231025,6:19,2,Aaron Nesmith,3,Q4,1,https://www.basketball-reference.com/boxscores/202310250IND.html,0,IND,2,1,0
,,,,,,20231024,,,DeAndre Jordan,,Q4,,https://www.basketball-reference.com/boxscores/202310240DEN.html,,DEN,,,
,,,,,,20231024,,,Julian Strawther,,Q4,,https://www.basketball-reference.com/boxscores/202310240DEN.html,,DEN,,,
4,0,4,3,0,0,20231101,12:00,0,T.J. McConnell,6,Q4,1,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,IND,0,0,0
3,0,4,1,0,0,20231201,7:59,1,Jalen Brunson,2,Q4,0,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,NYK,2,0,0
1,0,2,1,1,1,20231201,8:10,0,Julian Champagnie,3,Q4,0,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,SAS,1,0,0
1,0,1,0,0,0,20231025,4:48,0,Jett Howard,0,Q4,0,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,1,0,0
1,0,1,1,2,1,20231025,7:13,2,Isaiah Hartenstein,3,Q4,4,https://www.basketball-reference.com/boxscores/202310250NYK.html,0,NYK,0,0,0
3,0,1,1,0,0,20231025,4:14,4,Andrew Nembhard,2,Q4,2,https://www.basketball-reference.com/boxscores/202310250IND.html,0,IND,0,0,0
,,,,,,20231101,,,Buddy Hield,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,IND,,,
2,0,5,1,1,1,20231101,12:00,2,Jordan Nwora,3,Q4,1,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,IND,2,0,2
2,0,2,1,2,2,20231201,5:42,0,Julius Randle,5,Q4,3,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,NYK,1,1,1
0,0,1,1,0,0,20231201,2:48,0,Malaki Branham,3,Q4,0,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,SAS,1,1,0
0,0,1,0,0,0,20231025,4:48,0,Chuma Okeke,0,Q4,3,https://www.basketball-reference.com/boxscores/202310250ORL.html,0,ORL,1,0,0
0,0,1,1,0,0,20231025,6:16,0,Josh Hart,3,Q4,1,https://www.basketball-reference.com/boxscores/202310250NYK.html,0,NYK,1,1,0
,,,,,,20231025,,,Jalen Smith,,Q4,,https://www.basketball-reference.com/boxscores/202310250IND.html,,IND,,,
0,2,1,1,2,1,20231101,4:29,0,Isaiah Jackson,3,Q4,1,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,IND,0,0,0
,,,,,,20231101,,,Aaron Nesmith,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,IND,,,
0,0,1,1,0,0,20231201,8:45,1,Mitchell Robinson,2,Q4,0,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,NYK,0,0,1
1,0,2,1,0,0,20231201,4:01,1,RJ Barrett,2,Q4,1,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,NYK,0,0,0
1,1,1,0,0,0,20231201,6:28,2,Cedi Osman,0,Q4,1,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,SAS,1,0,0
1,0,1,0,0,0,20231025,4:36,0,Donte DiVincenzo,0,Q4,1,https://www.basketball-reference.com/boxscores/202310250NYK.html,0,NYK,1,0,0
,,,,,,20231025,,,Ryan Arcidiacono,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,NYK,,,
0,0,3,1,0,0,20231025,5:41,0,Isaiah Jackson,2,Q4,2,https://www.basketball-reference.com/boxscores/202310250IND.html,0,IND,0,0,0
2,0,2,2,0,0,20231025,6:00,0,T.J. McConnell,4,Q4,1,https://www.basketball-reference.com/boxscores/202310250IND.html,2,IND,0,0,0
1,0,4,2,0,0,20231101,12:00,2,Ben Sheppard,6,Q4,2,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,IND,4,2,0
3,1,6,4,0,0,20231101,12:00,1,Jarace Walker,8,Q4,2,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,IND,1,0,0
,,,,,,20231201,,,Quentin Grimes,,Q4,,https://www.basketball-reference.com/boxscores/202312010TOR.html,,NYK,,,
1,1,0,0,0,0,20231201,12:00,1,Josh Hart,0,Q4,1,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,NYK,0,0,0
1,0,2,1,0,0,20231201,6:26,0,Devin Vassell,3,Q4,0,https://www.basketball-reference.com/boxscores/202312010NOP.html,1,SAS,2,1,2
0,0,1,0,0,0,20231201,2:44,0,Tre Jones,0,Q4,0,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,SAS,1,0,0
,,,,,,20231025,,,Evan Fournier,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,NYK,,,
,,,,,,20231025,,,DaQuan Jeffries,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,NYK,,,
,,,,,,20231025,,,Miles McBride,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,NYK,,,
1,1,7,2,0,0,20231025,5:41,0,Jordan Nwora,5,Q4,1,https://www.basketball-reference.com/boxscores/202310250IND.html,0,IND,2,1,0
0,0,1,0,0,0,20231025,5:41,0,Ben Sheppard,0,Q4,0,https://www.basketball-reference.com/boxscores/202310250IND.html,0,IND,0,0,0
,,,,,,20231101,,,Daniel Theis,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,IND,,,
,,,,,,20231101,,,Kristaps Porziņģis,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,BOS,,,
,,,,,,20231101,,,Derrick White,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,BOS,,,
0,0,5,4,0,0,20231201,12:00,0,Donte DiVincenzo,12,Q4,1,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,NYK,5,4,0
0,0,3,2,2,1,20231201,6:18,0,Immanuel Quickley,6,Q4,1,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,NYK,2,1,1
1,1,0,0,0,0,20231201,3:50,0,Charles Bassey,0,Q4,3,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,SAS,0,0,0
,,,,,,20231025,,,Jericho Sims,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,NYK,,,
,,,,,,20231025,,,Dylan Windler,,Q4,,https://www.basketball-reference.com/boxscores/202310250NYK.html,,NYK,,,
0,0,5,0,0,0,20231025,5:41,1,Jarace Walker,0,Q4,4,https://www.basketball-reference.com/boxscores/202310250IND.html,1,IND,1,0,0
,,,,,,20231101,,,Jayson Tatum,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,BOS,,,
,,,,,,20231101,,,Jaylen Brown,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,BOS,,,
,,,,,,20231101,,,Jrue Holiday,,Q4,,https://www.basketball-reference.com/boxscores/202311010BOS.html,,BOS,,,
0,1,0,0,0,0,20231201,3:15,0,Isaiah Hartenstein,0,Q4,1,https://www.basketball-reference.com/boxscores/202312010TOR.html,0,NYK,0,0,0
1,0,3,1,0,0,20231201,2:48,0,Sandro Mamukelashvili,3,Q4,1,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,SAS,2,1,0
,,,,,,20231025,,,Daniel Theis,,Q4,,https://www.basketball-reference.com/boxscores/202310250IND.html,,IND,,,
8,0,5,4,1,1,20231101,12:00,1,Payton Pritchard,11,Q4,1,https://www.basketball-reference.com/boxscores/202311010BOS.html,0,BOS,2,2,0
,,,,,,20231201,,,Ryan Arcidiacono,,Q4,,https://www.basketball-reference.com/boxscores/202312010TOR.html,,NYK,,,
,,,,,,20231201,,,Evan Fournier,,Q4,,https://www.basketball-reference.com/boxscores/202312010TOR.html,,NYK,,,
0,0,1,1,0,0,20231201,2:48,0,Dominick Barlow,2,Q4,0,https://www.basketball-reference.com/boxscores/202312010NOP.html,0,SAS,0,0,0
